source_domain,source_slug,dead_destination_domain,dead_destination_slug,link_label,source_gsc_impressions,source_gsc_clicks,recommended_replacement_slug,recommendation_type,similarity_note,notes,phase1_action
divorce,divorce-mediation-failure-next-step,divorce,divorce-mediation-vs-trial,조정 vs 재판이혼,,,divorce-mediation-vs-trial-strategy,replace,similarity=0.85,,replace
divorce,divorce-mediation-failure-next-step,divorce,divorce-property-division-preparation,재산분할 준비,,,divorce-property-division-scope-faq,replace,similarity=0.81,,replace
divorce,divorce-mediation-failure-next-step,divorce,divorce-custody-mother-strategy,자녀 양육권 전략,,,divorce-child-custody-father-strategy,replace,similarity=0.85,,replace
divorce,divorce-mediation-failure-next-step,divorce,divorce-alimony-how-much,이혼 위자료 기준,,,divorce-alimony-tax-treatment,replace_low,similarity=0.68,,replace
traffic-accident,traffic-accident-truck-compensation-special,traffic-accident,traffic-accident-settlement-check,교통사고 합의 체크리스트,,,traffic-accident-settlement-mistakes,replace,similarity=0.84,,replace
traffic-accident,traffic-accident-truck-compensation-special,traffic-accident,traffic-accident-insurance-duty,보험 약관 해석,,,traffic-accident-insurance-explanation-duty,replace,similarity=0.84,,replace
traffic-accident,traffic-accident-truck-compensation-special,traffic-accident,traffic-accident-fault-ratio,과실비율 분쟁,,,traffic-accident-fault-ratio-dispute,replace,similarity=0.88,,replace
traffic-accident,traffic-accident-truck-compensation-special,traffic-accident,traffic-accident-additional-treatment-cost,후유증 추가 청구,,,traffic-delay-settlement-additional-treatment,replace,similarity=0.76,,replace
traffic-accident,traffic-accident-truck-compensation-special,traffic-accident,traffic-accident-settlement-fair-amount,교통사고 손해배상,,,traffic-accident-settlement-mistakes,replace,similarity=0.77,,replace
traffic-accident,traffic-accident-tunnel-multi-car,traffic-accident,traffic-accident-fault-ratio,과실비율 분쟁,,,traffic-accident-fault-ratio-dispute,replace,similarity=0.88,,replace
traffic-accident,traffic-accident-tunnel-multi-car,traffic-accident,traffic-dashcam-evidence,블랙박스 증거 확보,,,traffic-accident-dashcam-evidence-guide,replace,similarity=0.76,,replace
traffic-accident,traffic-accident-tunnel-multi-car,traffic-accident,traffic-accident-highway-multi,고속도로 사고 대응,,,traffic-accident-highway-multi-collision,replace,similarity=0.86,,replace
traffic-accident,traffic-accident-tunnel-multi-car,traffic-accident,traffic-accident-settlement-check,사고 합의 체크리스트,,,traffic-accident-settlement-mistakes,replace,similarity=0.84,,replace
traffic-accident,traffic-accident-emergency-vehicle-collision,traffic-accident,traffic-accident-fault-ratio,과실비율 분쟁,,,traffic-accident-fault-ratio-dispute,replace,similarity=0.88,,replace
traffic-accident,traffic-accident-emergency-vehicle-collision,traffic-accident,traffic-accident-settlement-check,사고 합의 체크리스트,,,traffic-accident-settlement-mistakes,replace,similarity=0.84,,replace
traffic-accident,traffic-accident-emergency-vehicle-collision,traffic-accident,traffic-accident-insurance-duty,대인·대물 보상 구조,,,traffic-accident-insurance-explanation-duty,replace,similarity=0.84,,replace
traffic-accident,traffic-accident-emergency-vehicle-collision,traffic-accident,traffic-accident-insurance-negotiation,공무 중 사고 대응,,,traffic-accident-insurance-explanation-duty,replace,similarity=0.81,,replace
traffic-accident,traffic-accident-emergency-vehicle-collision,traffic-accident,traffic-accident-additional-treatment-cost,후유증 추가 청구,,,traffic-delay-settlement-additional-treatment,replace,similarity=0.76,,replace
traffic-accident,traffic-accident-seatbelt-nonuse-fault,traffic-accident,traffic-accident-fault-ratio,과실비율 분쟁,,,traffic-accident-fault-ratio-dispute,replace,similarity=0.88,,replace
traffic-accident,traffic-accident-seatbelt-nonuse-fault,traffic-accident,traffic-accident-settlement-check,사고 합의 체크리스트,,,traffic-accident-settlement-mistakes,replace,similarity=0.84,,replace
traffic-accident,traffic-accident-seatbelt-nonuse-fault,traffic-accident,traffic-accident-additional-treatment-cost,후유증 추가 청구,,,traffic-delay-settlement-additional-treatment,replace,similarity=0.76,,replace
traffic-accident,traffic-accident-seatbelt-nonuse-fault,traffic-accident,traffic-accident-settlement-fair-amount,교통사고 손해배상,,,traffic-accident-settlement-mistakes,replace,similarity=0.77,,replace
traffic-accident,traffic-accident-lost-wage-self-employed,traffic-accident,traffic-accident-settlement-process,교통사고 보상 절차,,,accident-settlement-process,replace,similarity=0.87,,replace
traffic-accident,traffic-accident-lost-wage-self-employed,traffic-accident,traffic-accident-settlement-check,사고 합의 체크리스트,,,traffic-accident-settlement-mistakes,replace,similarity=0.84,,replace
traffic-accident,traffic-accident-lost-wage-self-employed,traffic-accident,traffic-accident-insurance-duty,대인·대물 보상,,,traffic-accident-insurance-explanation-duty,replace,similarity=0.84,,replace
traffic-accident,traffic-accident-lost-wage-self-employed,traffic-accident,traffic-accident-additional-treatment-cost,후유증 추가 청구,,,traffic-delay-settlement-additional-treatment,replace,similarity=0.76,,replace
traffic-accident,traffic-accident-lost-wage-self-employed,traffic-accident,traffic-accident-settlement-fair-amount,휴업손해 산정,,,traffic-accident-settlement-mistakes,replace,similarity=0.77,,replace
defamation,defamation-employer-review-defense,defamation,defamation-accused-how-to-respond,명예훼손 고소 대응,,,defamation-accused-response,replace,similarity=0.83,,replace
defamation,defamation-employer-review-defense,defamation,defamation-truth-defense,진실 공익 방어,,,defamation-online-review-truth-defense,replace,similarity=0.77,,replace
defamation,defamation-employer-review-defense,defamation,defamation-public-interest-defense,공익 목적 방어,,,defamation-public-figure-standard,replace,similarity=0.72,,replace
defamation,defamation-employer-review-defense,defamation,defamation-company-review-accused,회사 리뷰 쟁점,,,defamation-company-groupchat-criticism-accused,replace,similarity=0.73,,replace
defamation,defamation-employer-review-defense,defamation,defamation-settlement-range,합의금 기준,,,defamation-settlement-amount-guide,replace,similarity=0.85,,replace
stalking,stalking-victim-restraining-petition,stalking,stalking-report-restraining,스토킹 신고 절차,,,stalking-report-and-restraining-order,replace,similarity=0.84,,replace
stalking,stalking-victim-restraining-petition,stalking,stalking-emergency-measure-apply,긴급응급조치,,,stalking-emergency-measure-application,replace,similarity=0.89,,replace
stalking,stalking-victim-restraining-petition,stalking,stalking-evidence-collection,스토킹 증거 수집,,,stalking-evidence-collection-faq,replace,similarity=0.93,,replace
stalking,stalking-victim-restraining-petition,stalking,stalking-restraining-order-violation-penalty,접근금지 위반 처벌,,,stalking-victim-restraining-petition,replace_low,similarity=0.68,,replace
stalking,stalking-victim-restraining-petition,stalking,stalking-first-response-guide,스토킹 피해자 지원,,,stalking-immediate-response,replace,similarity=0.71,,replace
defamation,defamation-public-figure-standard,defamation,defamation-accused-how-to-respond,명예훼손 고소 대응,,,defamation-accused-response,replace,similarity=0.83,,replace
defamation,defamation-public-figure-standard,defamation,defamation-truth-defense,진실 공익 방어,,,defamation-online-review-truth-defense,replace,similarity=0.77,,replace
defamation,defamation-public-figure-standard,defamation,defamation-public-interest-defense,공익 목적 방어,,,defamation-public-figure-standard,replace,similarity=0.72,,replace
defamation,defamation-public-figure-standard,defamation,defamation-online-evidence-guide,온라인 명예훼손 증거,,,defamation-complaint-writing-guide,replace,similarity=0.73,,replace
defamation,defamation-public-figure-standard,defamation,defamation-settlement-range,합의금 기준,,,defamation-settlement-amount-guide,replace,similarity=0.85,,replace
jeonse,jeonse-contract-termination-procedure,jeonse,jeonse-deposit-not-returned-action,전세 보증금 반환,,,jeonse-deposit-not-returned-move-out-procedure,replace,similarity=0.72,,replace
jeonse,jeonse-contract-termination-procedure,jeonse,jeonse-special-agreement,전세 특약 조항,,,jeonse-contract-special-agreement-checklist,replace,similarity=0.72,,replace
jeonse,jeonse-contract-termination-procedure,jeonse,jeonse-registration-order,임차권 등기명령,,,lease-registration-order-process,replace,similarity=0.77,,replace
jeonse,jeonse-contract-termination-procedure,jeonse,jeonse-notice-template,전세 이사 체크,,,deposit-return-notice-template,replace,similarity=0.73,,replace
jeonse,jeonse-monthly-conversion-calculation,jeonse,jeonse-monthly-conversion,전세 → 월세 전환 기본,,,jeonse-monthly-conversion-calculation,replace,similarity=0.81,,replace
jeonse,jeonse-monthly-conversion-calculation,jeonse,jeonse-reverse-gap-response,임대료 5% 상한,,,jeonse-reverse-gap-tenant-response,replace,similarity=0.89,,replace
jeonse,jeonse-monthly-conversion-calculation,jeonse,jeonse-special-agreement,전세 특약 조항,,,jeonse-contract-special-agreement-checklist,replace,similarity=0.72,,replace
unemployment,unemployment-wage-cut-10percent-quit,unemployment,employment-insurance-separation-certificate,이직확인서 정정 방법,,,unemployment-separation-confirmation-dispute,replace_low,similarity=0.67,,replace
unemployment,unemployment-wage-cut-10percent-quit,wage,wage-unpaid-response-order,임금체불 대응 순서,,,wage-unpaid-foreign-worker,replace,similarity=0.77,,replace
unemployment,unemployment-workplace-bullying-verbal-quit,wage,workplace-bullying-report-procedure,직장 내 괴롭힘 신고 절차,,,wage-complaint-after-filing-procedure,replace_low,similarity=0.58,,replace
unemployment,unemployment-workplace-bullying-verbal-quit,unemployment,employment-insurance-separation-certificate,이직확인서 정정 방법,,,unemployment-separation-confirmation-dispute,replace_low,similarity=0.67,,replace
unemployment,unemployment-workplace-bullying-verbal-quit,dismissal,unfair-dismissal-relief-application,부당해고 구제신청 순서,,,unfair-dismissal-relief-application-form,replace,similarity=0.93,,replace
unemployment,unemployment-weekly-52-hour-violation-quit,wage,comprehensive-wage-overtime-claim,포괄임금제 연장수당 청구,,,comprehensive-wage-overtime-response,replace,similarity=0.81,,replace
unemployment,unemployment-weekly-52-hour-violation-quit,unemployment,employment-insurance-separation-certificate,이직확인서 정정 방법,,,unemployment-separation-confirmation-dispute,replace_low,similarity=0.67,,replace
unemployment,unemployment-wage-unpaid-2months-quit,wage,wage-unpaid-response-order,임금체불 대응 순서,,,wage-unpaid-foreign-worker,replace,similarity=0.77,,replace
unemployment,unemployment-wage-unpaid-2months-quit,wage,wage-simplified-substitute-payment,간이대지급금 신청 방법,,,wage-comp-time-substitute-overtime-illegal,replace_low,similarity=0.58,,replace
unemployment,unemployment-wage-unpaid-2months-quit,unemployment,employment-insurance-separation-certificate,이직확인서 정정 방법,,,unemployment-separation-confirmation-dispute,replace_low,similarity=0.67,,replace
retirement,retirement-weekly-holiday-pay-included,retirement,retirement-pay-calculation-full,퇴직금 계산 전체 절차,,,retirement-pay-calculation,replace,similarity=0.91,,replace
retirement,retirement-weekly-holiday-pay-included,retirement,average-wage-inclusion-items,평균임금 산정 포함 항목,,,retirement-average-wage-bonus-dispute,replace_low,similarity=0.58,,replace
retirement,retirement-weekly-holiday-pay-included,retirement,retirement-pay-unpaid-claim,퇴직금 미지급 청구 순서,,,retirement-company-closure-claim,replace,similarity=0.75,,replace
retirement,retirement-weekly-holiday-pay-included,wage,weekly-holiday-pay-calculation,주휴수당 계산 방법,,,weekly-holiday-pay-claim-guide,replace,similarity=0.77,,replace
retirement,retirement-weekly-holiday-pay-included,wage,ordinary-wage-scope,통상임금 포함 범위,,,wage-ordinary-wage-bonus-included,replace_low,similarity=0.65,,replace
retirement,retirement-night-shift-average-wage,retirement,retirement-pay-calculation-full,퇴직금 계산 전체 절차,,,retirement-pay-calculation,replace,similarity=0.91,,replace
retirement,retirement-night-shift-average-wage,retirement,average-wage-inclusion-items,평균임금 산정 포함 항목,,,retirement-average-wage-bonus-dispute,replace_low,similarity=0.58,,replace
retirement,retirement-night-shift-average-wage,wage,comprehensive-wage-overtime-claim,포괄임금제 연장수당 청구,,,comprehensive-wage-overtime-response,replace,similarity=0.81,,replace
