source_page,source_domain,dead_destination,dead_destination_domain,recommended_replacement_slug,replacement_domain,recommendation_type,confidence_score,reason,apply_round
/guide/retirement/retirement-stock-option-included,retirement,/guide/retirement/retirement-recalculation-error,retirement,retirement-recalculation-wrong-amount,retirement,replace,0.816,"sim 0.81, needs review",hold_low_confidence
/guide/retirement/retirement-business-acquisition-succession,retirement,/guide/retirement/retirement-merger-successor,retirement,retirement-merger-successor-liability,retirement,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/retirement/retirement-business-acquisition-succession,retirement,/guide/retirement/retirement-company-split-claim,retirement,retirement-company-closure-claim,retirement,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/retirement/retirement-business-acquisition-succession,retirement,/guide/retirement/retirement-pay-formula,retirement,retirement-pay-formula-guide,retirement,replace,0.854,"replace + sim≥0.85 + repl_exists + priority, conf=0.85",round1_replace_high_confidence
/guide/retirement/retirement-business-acquisition-succession,retirement,/guide/retirement/retirement-interim-settlement-eligible-7,retirement,retirement-interim-settlement-guide,retirement,replace,0.827,"sim 0.83, needs review",hold_low_confidence
/guide/wage/wage-holiday-work-calculation-method,wage,/guide/wage/wage-night-overtime-calculation,wage,wage-night-overtime-exact-calculation,wage,replace,0.871,"replace + sim≥0.85 + repl_exists + priority, conf=0.87",round1_replace_high_confidence
/guide/wage/wage-holiday-work-calculation-method,wage,/guide/wage/wage-minimum-weekly-holiday,wage,wage-minimum-weekly-holiday-included,wage,replace,0.843,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/wage/wage-holiday-work-calculation-method,wage,/guide/wage/wage-report-to-labor-ministry,wage,wage-bankrupt-employer-how-to-claim,wage,replace_low,0.661,sim 0.53 below floor,hold_low_confidence
/guide/wage/wage-holiday-work-calculation-method,wage,/guide/wage/wage-holiday-special-pay,wage,wage-holiday-special-pay-claim,wage,replace,0.86,"replace + sim≥0.85 + repl_exists + priority, conf=0.86",round1_replace_high_confidence
/guide/wage/wage-holiday-work-calculation-method,wage,/guide/wage/wage-overtime-pay-calculation,wage,wage-night-overtime-exact-calculation,wage,replace,0.821,"sim 0.82, needs review",hold_low_confidence
/guide/wage/wage-comprehensive-legal-test,wage,/guide/wage/wage-holiday-special-pay,wage,wage-holiday-special-pay-claim,wage,replace,0.86,"replace + sim≥0.85 + repl_exists + priority, conf=0.86",round1_replace_high_confidence
/guide/wage/wage-comprehensive-legal-test,wage,/guide/wage/wage-report-to-labor-ministry,wage,wage-bankrupt-employer-how-to-claim,wage,replace_low,0.661,sim 0.53 below floor,hold_low_confidence
/guide/wage/wage-comprehensive-legal-test,wage,/guide/wage/wage-overtime-pay-calculation,wage,wage-night-overtime-exact-calculation,wage,replace,0.821,"sim 0.82, needs review",hold_low_confidence
/guide/wage/wage-unpaid-bonus-performance-lawsuit,wage,/guide/wage/wage-performance-bonus-claim,wage,unpaid-wage-performance-bonus-claim,wage,replace,0.86,"replace + sim≥0.85 + repl_exists + priority, conf=0.86",round1_replace_high_confidence
/guide/wage/wage-unpaid-bonus-performance-lawsuit,wage,/guide/wage/wage-holiday-special-pay,wage,wage-holiday-special-pay-claim,wage,replace,0.86,"replace + sim≥0.85 + repl_exists + priority, conf=0.86",round1_replace_high_confidence
/guide/wage/wage-unpaid-bonus-performance-lawsuit,wage,/guide/wage/wage-report-to-labor-ministry,wage,wage-bankrupt-employer-how-to-claim,wage,replace_low,0.661,sim 0.53 below floor,hold_low_confidence
/guide/wage/wage-unpaid-bonus-performance-lawsuit,wage,/guide/retirement/retirement-bonus-included,retirement,retirement-bonus-performance-included,retirement,replace,0.816,"sim 0.81, needs review",hold_low_confidence
/guide/wage/wage-unpaid-bonus-performance-lawsuit,wage,/guide/wage/wage-retaliation-after-complaint,wage,minimum-wage-violation-complaint,wage,replace_low,0.733,"sim 0.66, needs review",hold_low_confidence
/guide/dismissal/dismissal-fixed-term-non-renewal-remedy,dismissal,/guide/dismissal/dismissal-relief-application-how,dismissal,unfair-dismissal-relief-application-form,dismissal,replace,0.827,"sim 0.83, needs review",hold_low_confidence
/guide/dismissal/dismissal-fixed-term-non-renewal-remedy,dismissal,/guide/dismissal/dismissal-unfair-relief,dismissal,dismissal-office-romance-fired-relief,dismissal,replace,0.755,"sim 0.70, needs review",hold_low_confidence
/guide/dismissal/dismissal-ceo-change-unfair-dismissal,dismissal,/guide/dismissal/dismissal-relief-application-how,dismissal,unfair-dismissal-relief-application-form,dismissal,replace,0.827,"sim 0.83, needs review",hold_low_confidence
/guide/dismissal/dismissal-health-reason-defense,dismissal,/guide/dismissal/dismissal-relief-application-how,dismissal,unfair-dismissal-relief-application-form,dismissal,replace,0.827,"sim 0.83, needs review",hold_low_confidence
/guide/dismissal/dismissal-health-reason-defense,dismissal,/guide/dismissal/dismissal-sick-leave-fired,dismissal,dismissal-sick-leave-return-fired,dismissal,replace,0.854,"replace + sim≥0.85 + repl_exists + priority, conf=0.85",round1_replace_high_confidence
/guide/divorce/divorce-domestic-violence-evidence-collection,divorce,/guide/divorce/divorce-first-step-guide,divorce,divorce-asset-disposal-grounds,divorce,replace_low,0.717,"sim 0.63, needs review",hold_low_confidence
/guide/divorce/divorce-domestic-violence-evidence-collection,divorce,/guide/divorce/divorce-domestic-violence-escape,divorce,divorce-domestic-violence-emergency-shelter,divorce,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/divorce/divorce-domestic-violence-evidence-collection,divorce,/guide/divorce/divorce-restraining-order,divorce,divorce-restraining-order-protection,divorce,replace,0.821,"sim 0.82, needs review",hold_low_confidence
/guide/divorce/divorce-domestic-violence-evidence-collection,divorce,/guide/divorce/divorce-property-division-basics,divorce,divorce-property-division-inheritance,divorce,replace,0.816,"sim 0.81, needs review",hold_low_confidence
/guide/divorce/divorce-domestic-violence-evidence-collection,divorce,/guide/divorce/divorce-custody-mother-strategy,divorce,divorce-child-custody-father-strategy,divorce,replace,0.838,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/divorce/divorce-foreign-spouse-visa-issue,divorce,/guide/divorce/divorce-first-step-guide,divorce,divorce-asset-disposal-grounds,divorce,replace_low,0.717,"sim 0.63, needs review",hold_low_confidence
/guide/divorce/divorce-foreign-spouse-visa-issue,divorce,/guide/divorce/divorce-custody-mother-strategy,divorce,divorce-child-custody-father-strategy,divorce,replace,0.838,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/divorce/divorce-foreign-spouse-visa-issue,divorce,/guide/divorce/divorce-property-division-basics,divorce,divorce-property-division-inheritance,divorce,replace,0.816,"sim 0.81, needs review",hold_low_confidence
/guide/child-support/child-support-lump-sum-negotiation,child-support,/guide/child-support/child-support-calculation-guide,child-support,child-support-calculation-table,child-support,replace,0.849,"replace + sim≥0.85 + repl_exists + priority, conf=0.85",round1_replace_high_confidence
/guide/child-support/child-support-lump-sum-negotiation,child-support,/guide/child-support/child-support-enforcement-guide,child-support,child-support-enforcement-method,child-support,replace,0.843,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/child-support/child-support-lump-sum-negotiation,child-support,/guide/child-support/child-support-modification,child-support,child-support-modification-income-change,child-support,replace,0.804,"sim 0.79, needs review",hold_low_confidence
/guide/child-support/child-support-lump-sum-negotiation,child-support,/guide/child-support/child-support-enforcement-order,child-support,child-support-enforcement-order-apply,child-support,replace,0.871,"replace + sim≥0.85 + repl_exists + priority, conf=0.87",round1_replace_high_confidence
/guide/child-support/child-support-lump-sum-negotiation,child-support,/guide/divorce/divorce-consensual-documents-needed,divorce,divorce-consensual-no-custody-agreement-blocked,divorce,replace,0.76,"sim 0.71, needs review",hold_low_confidence
/guide/divorce/divorce-alimony-tax-treatment,divorce,/guide/divorce/divorce-property-division-basics,divorce,divorce-property-division-inheritance,divorce,replace,0.816,"sim 0.81, needs review",hold_low_confidence
/guide/divorce/divorce-alimony-tax-treatment,divorce,/guide/divorce/divorce-property-division-preparation,divorce,divorce-property-division-scope-faq,divorce,replace,0.816,"sim 0.81, needs review",hold_low_confidence
/guide/divorce/divorce-alimony-tax-treatment,divorce,/guide/divorce/divorce-alimony-calculation-guide,divorce,divorce-alimony-calculation-standard,divorce,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/divorce/divorce-mediation-failure-next-step,divorce,/guide/divorce/divorce-first-step-guide,divorce,divorce-asset-disposal-grounds,divorce,replace_low,0.717,"sim 0.63, needs review",hold_low_confidence
/guide/divorce/divorce-mediation-failure-next-step,divorce,/guide/divorce/divorce-mediation-vs-trial,divorce,divorce-mediation-vs-trial-strategy,divorce,replace,0.838,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/divorce/divorce-mediation-failure-next-step,divorce,/guide/divorce/divorce-property-division-preparation,divorce,divorce-property-division-scope-faq,divorce,replace,0.816,"sim 0.81, needs review",hold_low_confidence
/guide/divorce/divorce-mediation-failure-next-step,divorce,/guide/divorce/divorce-custody-mother-strategy,divorce,divorce-child-custody-father-strategy,divorce,replace,0.838,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/divorce/divorce-mediation-failure-next-step,divorce,/guide/divorce/divorce-alimony-how-much,divorce,divorce-alimony-tax-treatment,divorce,replace_low,0.744,"sim 0.68, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-truck-compensation-special,traffic-accident,/guide/traffic-accident/traffic-accident-settlement-check,traffic-accident,traffic-accident-settlement-mistakes,traffic-accident,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-truck-compensation-special,traffic-accident,/guide/traffic-accident/traffic-accident-insurance-duty,traffic-accident,traffic-accident-insurance-explanation-duty,traffic-accident,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-truck-compensation-special,traffic-accident,/guide/traffic-accident/traffic-accident-fault-ratio,traffic-accident,traffic-accident-fault-ratio-dispute,traffic-accident,replace,0.854,"replace + sim≥0.85 + repl_exists + priority, conf=0.85",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-truck-compensation-special,traffic-accident,/guide/traffic-accident/traffic-accident-additional-treatment-cost,traffic-accident,traffic-delay-settlement-additional-treatment,traffic-accident,replace,0.788,"sim 0.76, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-truck-compensation-special,traffic-accident,/guide/traffic-accident/traffic-accident-settlement-fair-amount,traffic-accident,traffic-accident-settlement-mistakes,traffic-accident,replace,0.794,"sim 0.77, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-tunnel-multi-car,traffic-accident,/guide/traffic-accident/traffic-accident-fault-ratio,traffic-accident,traffic-accident-fault-ratio-dispute,traffic-accident,replace,0.854,"replace + sim≥0.85 + repl_exists + priority, conf=0.85",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-tunnel-multi-car,traffic-accident,/guide/traffic-accident/traffic-dashcam-evidence,traffic-accident,traffic-accident-dashcam-evidence-guide,traffic-accident,replace,0.788,"sim 0.76, needs review",hold_low_confidence
/guide/traffic-accident/traffic-accident-tunnel-multi-car,traffic-accident,/guide/traffic-accident/traffic-accident-highway-multi,traffic-accident,traffic-accident-highway-multi-collision,traffic-accident,replace,0.843,"replace + sim≥0.85 + repl_exists + priority, conf=0.84",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-tunnel-multi-car,traffic-accident,/guide/traffic-accident/traffic-accident-settlement-check,traffic-accident,traffic-accident-settlement-mistakes,traffic-accident,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-emergency-vehicle-collision,traffic-accident,/guide/traffic-accident/traffic-accident-fault-ratio,traffic-accident,traffic-accident-fault-ratio-dispute,traffic-accident,replace,0.854,"replace + sim≥0.85 + repl_exists + priority, conf=0.85",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-emergency-vehicle-collision,traffic-accident,/guide/traffic-accident/traffic-accident-settlement-check,traffic-accident,traffic-accident-settlement-mistakes,traffic-accident,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
/guide/traffic-accident/traffic-accident-emergency-vehicle-collision,traffic-accident,/guide/traffic-accident/traffic-accident-insurance-duty,traffic-accident,traffic-accident-insurance-explanation-duty,traffic-accident,replace,0.832,"replace + sim≥0.85 + repl_exists + priority, conf=0.83",round1_replace_high_confidence
